Log,Question,Mode,Correlation,P-Value,significance
n_erased__Attempt_Duration,I would like to redo this activity with a group of friends,Delta_Social,0.0700140042014005,0.7894583927180476,-
n_erased__Attempt_Duration,I would like to redo this activity with a group of friends,Delta_Task,-0.1893596411704854,0.45171574629051425,-
n_erased__Attempt_Duration,I would like to redo this activity with a group of friends,Social,-0.05103103630798288,0.8457801257277214,-
n_erased__Attempt_Duration,I would like to redo this activity with a group of friends,Task,0.1893596411704854,0.45171574629051425,-
n_erased__Attempt_Duration,I wrote well on the tablet,Baseline,-0.07647544819583796,0.6623694933004978,-
n_erased__Attempt_Duration,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.3369654716215101,0.1859693934358845,-
n_erased__Attempt_Duration,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.24214763975352221,0.3329930438061618,-
n_erased__Attempt_Duration,I wrote well on the tablet,Delta_Social,-0.050739974491269865,0.8466499250207149,-
n_erased__Attempt_Duration,I wrote well on the tablet,Delta_Task,-0.15815949443360686,0.5307863553929382,-
n_erased__Attempt_Duration,I wrote well on the tablet,Social,-0.4231416929164348,0.09057957154002151,-
n_erased__Attempt_Duration,I wrote well on the tablet,Task,0.1188986822709128,0.6384245799033699,-
n_erased__Nothing,AverageResponses,Baseline,-0.06043555525479973,0.7301905253033363,-
n_erased__Nothing,AverageResponses,Delta_Social,-0.03822453053677366,0.884196625407011,-
n_erased__Nothing,AverageResponses,Delta_Task,-0.27400894785423363,0.27120523565379584,-
n_erased__Nothing,AverageResponses,Social,-0.14435602293257666,0.5804220532511721,-
n_erased__Nothing,AverageResponses,Task,-0.2188154417029624,0.38301787930555975,-
n_erased__Nothing,I enjoyed teaching Blueberry how to write in a group,Baseline,0.011184361024162882,0.9491562024872773,-
n_erased__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.2663458244108511,0.3014434442305951,-
n_erased__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",-0.037985327218501716,0.8810474778887886,-
n_erased__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.03202041418470159,0.9029008328957462,-
n_erased__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Task,0.1956735762813828,0.43648576702966424,-
n_erased__Nothing,I enjoyed teaching Blueberry how to write in a group,Social,0.01678921733667736,0.9490061223527253,-
n_erased__Nothing,I enjoyed teaching Blueberry how to write in a group,Task,-0.0104418668647749,0.9671990615254036,-
n_erased__Nothing,I enjoyed writing on the tablet,Baseline,0.19065571693022018,0.2726098243977736,-
n_erased__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.23921451435478505,0.3551192577381581,-
n_erased__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",0.0,1.0,-
n_erased__Nothing,I enjoyed writing on the tablet,Delta_Social,0.23965546314256395,0.35420623512631433,-
n_erased__Nothing,I enjoyed writing on the tablet,Delta_Task,-0.2738612787525831,0.27147399738443767,-
n_erased__Nothing,I enjoyed writing on the tablet,Social,0.15337530844256644,0.5567275247519647,-
n_erased__Nothing,I enjoyed writing on the tablet,Task,0.35225116373539667,0.15168145437133715,-
n_erased__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.1024062637349809,0.5582899135033639,-
n_erased__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.05895916143275831,0.8221558658097231,-
n_erased__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.41848480698677276,0.08392064086810168,-
n_erased__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,0.13567144960959007,0.6036279066650341,-
n_erased__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.19364916731037085,0.4413395432233367,-
n_erased__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,-0.05699123818634141,0.8280072136187382,-
n_erased__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,0.15188169985127126,0.5474231423181459,-
n_erased__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.1615319677782211,0.3539068904664431,-
n_erased__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.3418945882669658,0.17920891784559415,-
n_erased__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",-0.21354297695481458,0.3948681894827947,-
n_erased__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.11183179406190005,0.6691479767007574,-
n_erased__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.3129549952274299,0.20605405979862595,-
n_erased__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Social,0.1291281036630265,0.6213543138767552,-
n_erased__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.38021020589201954,0.11960961751684379,-
n_erased__Nothing,I think I helped the group teach Blueberry how to write,Baseline,0.01230432445602393,0.9440724778289886,-
n_erased__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.38617164616917554,0.125755104166601,-
n_erased__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",-0.3276408276595115,0.1844232098852318,-
n_erased__Nothing,I think I helped the group teach Blueberry how to write,Delta_Social,-0.2966978069167678,0.24751292170708594,-
n_erased__Nothing,I think I helped the group teach Blueberry how to write,Delta_Task,-0.2207903440388346,0.37863033233002485,-
n_erased__Nothing,I think I helped the group teach Blueberry how to write,Social,-0.36540739729087407,0.1492192273415917,-
n_erased__Nothing,I think I helped the group teach Blueberry how to write,Task,-0.28670931383498977,0.24870592355958768,-
n_erased__Nothing,I think the robot was a good student,Baseline,0.051849569669503194,0.7673790187519383,-
n_erased__Nothing,I think the robot was a good student,"Delta Logs, Delta_Social",-0.34295568688800265,0.17777528486545247,-
n_erased__Nothing,I think the robot was a good student,"Delta Logs, Delta_Task",-0.12191598050577077,0.6298652905104638,-
n_erased__Nothing,I think the robot was a good student,Delta_Social,-0.027597418779588354,0.9162654104056712,-
n_erased__Nothing,I think the robot was a good student,Delta_Task,-0.18137808563949712,0.47134926802928523,-
n_erased__Nothing,I think the robot was a good student,Social,0.07784091674277686,0.7665043412932566,-
n_erased__Nothing,I think the robot was a good student,Task,-0.14577379737113252,0.5638294281097695,-
n_erased__Nothing,I think the robot was nice,Baseline,,,-
n_erased__Nothing,I think the robot was nice,"Delta Logs, Delta_Social",,,-
n_erased__Nothing,I think the robot was nice,"Delta Logs, Delta_Task",-0.5074838383369009,0.031568802947530186,*
n_erased__Nothing,I think the robot was nice,Delta_Social,,,-
n_erased__Nothing,I think the robot was nice,Delta_Task,-0.5268396463590972,0.02467748008548848,*
n_erased__Nothing,I think the robot was nice,Social,,,-
n_erased__Nothing,I think the robot was nice,Task,-0.5268396463590972,0.02467748008548848,*
n_erased__Nothing,I think the robot was serious,Baseline,-0.3893498874218699,0.020786540379038158,*
n_erased__Nothing,I think the robot was serious,"Delta Logs, Delta_Social",-0.4546541398221793,0.066719512882793,-
n_erased__Nothing,I think the robot was serious,"Delta Logs, Delta_Task",-0.08881683312517742,0.7259939399564592,-
n_erased__Nothing,I think the robot was serious,Delta_Social,-0.12396307053964808,0.6354877984485414,-
n_erased__Nothing,I think the robot was serious,Delta_Task,-0.10141558027090217,0.6888506012126878,-
n_erased__Nothing,I think the robot was serious,Social,-0.13534297779624493,0.6045128880460571,-
n_erased__Nothing,I think the robot was serious,Task,-0.3308620512686473,0.17988996639965263,-
n_erased__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,0.08436428962333563,0.6299194457073818,-
n_erased__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.2868643017085481,0.26427310082018335,-
n_erased__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.3119256846010712,0.207629837156652,-
n_erased__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.031559520937320146,0.9042923828250493,-
n_erased__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.196019043893348,0.43566024834274986,-
n_erased__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.30062425692519823,0.2410115091215987,-
n_erased__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.3068788874587893,0.2154699803552713,-
n_erased__Nothing,I would like to redo this activity with Blueberry,Baseline,-0.02441167342624472,0.8892944984658686,-
n_erased__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.10206207261596575,0.696699244080777,-
n_erased__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.09657341699694756,0.703051422763104,-
n_erased__Nothing,I would like to redo this activity with Blueberry,Delta_Social,-0.10225020562837762,0.6961651676593756,-
n_erased__Nothing,I would like to redo this activity with Blueberry,Delta_Task,0.3227486121839514,0.19145286793983796,-
n_erased__Nothing,I would like to redo this activity with Blueberry,Social,,,-
n_erased__Nothing,I would like to redo this activity with Blueberry,Task,0.35225116373539667,0.15168145437133715,-
n_erased__Nothing,I would like to redo this activity with a group of friends,Baseline,0.22025783794772583,0.20357875049678642,-
n_erased__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.0700140042014005,0.7894583927180476,-
n_erased__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.21965718375776308,0.38114439518101584,-
n_erased__Nothing,I would like to redo this activity with a group of friends,Delta_Social,0.15782189036217623,0.5452038948498541,-
n_erased__Nothing,I would like to redo this activity with a group of friends,Delta_Task,0.0037970424962817818,0.9880697526835764,-
n_erased__Nothing,I would like to redo this activity with a group of friends,Social,0.15337530844256644,0.5567275247519647,-
n_erased__Nothing,I would like to redo this activity with a group of friends,Task,-0.0037970424962817818,0.9880697526835764,-
n_erased__Nothing,I wrote well on the tablet,Baseline,-0.05827989935529897,0.7394743096590888,-
n_erased__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.17043427329118851,0.513108964296707,-
n_erased__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.20833423059875109,0.40676906964278325,-
n_erased__Nothing,I wrote well on the tablet,Delta_Social,0.28740481377687577,0.2633341064065353,-
n_erased__Nothing,I wrote well on the tablet,Delta_Task,-0.25207294521456797,0.3129293815322055,-
n_erased__Nothing,I wrote well on the tablet,Social,-0.14978565965391297,0.5661071306785421,-
n_erased__Nothing,I wrote well on the tablet,Task,0.004966996338993914,0.9843941496242212,-
n_erased__Word_length,AverageResponses,Baseline,-0.07451507326398278,0.6705309601413272,-
n_erased__Word_length,AverageResponses,Delta_Social,-0.08615464550953171,0.7423225125479487,-
n_erased__Word_length,AverageResponses,Delta_Task,-0.29114836067382255,0.24112882599626004,-
n_erased__Word_length,AverageResponses,Social,-0.17857359526655128,0.49287727554946525,-
n_erased__Word_length,AverageResponses,Task,-0.2007261410788382,0.4244936789511683,-
n_erased__Word_length,I enjoyed teaching Blueberry how to write in a group,Baseline,0.009931197046903227,0.9548468811363047,-
n_erased__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.2623506370446883,0.3090255992999699,-
n_erased__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",-0.018337744174449104,0.9424263427729194,-
n_erased__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.08523066381147233,0.7449992770897426,-
n_erased__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Task,0.1729883853079674,0.4924347824081221,-
n_erased__Word_length,I enjoyed teaching Blueberry how to write in a group,Social,-0.015234842169315222,0.9537222355397876,-
n_erased__Word_length,I enjoyed teaching Blueberry how to write in a group,Task,-0.028418674694154305,0.9108739965472712,-
n_erased__Word_length,I enjoyed writing on the tablet,Baseline,0.19045517441450177,0.2731240257607117,-
n_erased__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.2158765129543182,0.4053166033608493,-
n_erased__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",0.0,1.0,-
n_erased__Word_length,I enjoyed writing on the tablet,Delta_Social,0.2158765129543182,0.4053166033608493,-
n_erased__Word_length,I enjoyed writing on the tablet,Delta_Task,-0.2732925112045662,0.27251070705658587,-
n_erased__Word_length,I enjoyed writing on the tablet,Social,0.15309310892394865,0.5574624351198403,-
n_erased__Word_length,I enjoyed writing on the tablet,Task,0.35151959251219767,0.15259266159214244,-
n_erased__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.08895525826806869,0.6113389120185535,-
n_erased__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.05895916143275831,0.8221558658097231,-
n_erased__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.38629366798779025,0.11332259972446958,-
n_erased__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,0.12160327045506401,0.6419852853172949,-
n_erased__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.19324698792024927,0.4423071288465339,-
n_erased__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,-0.0568863784136379,0.8283192425464332,-
n_erased__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,0.15156626503548962,0.5482651719993947,-
n_erased__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.14944161886158125,0.39154083920462424,-
n_erased__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.391647905216263,0.12002304506890257,-
n_erased__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",-0.21354297695481458,0.3948681894827947,-
n_erased__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.16456866375536786,0.5279248007289115,-
n_erased__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.33846671448707266,0.16948604736776035,-
n_erased__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Social,0.09373855800325269,0.7204598871858197,-
n_erased__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.3611998063166305,0.14083690553705136,-
n_erased__Word_length,I think I helped the group teach Blueberry how to write,Baseline,-0.015494590728719802,0.9296038265625004,-
n_erased__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.39399944980773993,0.11761879938152021,-
n_erased__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",-0.3426800787651941,0.16390070299764914,-
n_erased__Word_length,I think I helped the group teach Blueberry how to write,Delta_Social,-0.3352909225185072,0.1883039868588712,-
n_erased__Word_length,I think I helped the group teach Blueberry how to write,Delta_Task,-0.18916290831730107,0.4521945999933985,-
n_erased__Word_length,I think I helped the group teach Blueberry how to write,Social,-0.40815591614647645,0.10385676799628574,-
n_erased__Word_length,I think I helped the group teach Blueberry how to write,Task,-0.24033564483927336,0.33673496055388497,-
n_erased__Word_length,I think the robot was a good student,Baseline,0.059072019221220774,0.736058590660186,-
n_erased__Word_length,I think the robot was a good student,"Delta Logs, Delta_Social",-0.3691249963292559,0.14481368118142438,-
n_erased__Word_length,I think the robot was a good student,"Delta Logs, Delta_Task",-0.1612437161527936,0.5226987297753023,-
n_erased__Word_length,I think the robot was a good student,Delta_Social,-0.06197994341349446,0.8131913052466978,-
n_erased__Word_length,I think the robot was a good student,Delta_Task,-0.2203495199523005,0.3796072605477814,-
n_erased__Word_length,I think the robot was a good student,Social,0.05636891602646632,0.8298593986921227,-
n_erased__Word_length,I think the robot was a good student,Task,-0.14547104772476577,0.5646481599060456,-
n_erased__Word_length,I think the robot was nice,Baseline,,,-
n_erased__Word_length,I think the robot was nice,"Delta Logs, Delta_Social",,,-
n_erased__Word_length,I think the robot was nice,"Delta Logs, Delta_Task",-0.5074838383369009,0.031568802947530186,*
n_erased__Word_length,I think the robot was nice,Delta_Social,,,-
n_erased__Word_length,I think the robot was nice,Delta_Task,-0.543743975814819,0.019674800596177083,*
n_erased__Word_length,I think the robot was nice,Social,,,-
n_erased__Word_length,I think the robot was nice,Task,-0.543743975814819,0.019674800596177083,*
n_erased__Word_length,I think the robot was serious,Baseline,-0.4034163055950291,0.016257112699348673,*
n_erased__Word_length,I think the robot was serious,"Delta Logs, Delta_Social",-0.4546541398221793,0.066719512882793,-
n_erased__Word_length,I think the robot was serious,"Delta Logs, Delta_Task",-0.1282909811808118,0.6119289240298376,-
n_erased__Word_length,I think the robot was serious,Delta_Social,-0.15251056588971837,0.5589808433891279,-
n_erased__Word_length,I think the robot was serious,Delta_Task,-0.1357627455658532,0.591171590805898,-
n_erased__Word_length,I think the robot was serious,Social,-0.12127752910105283,0.6428841285013978,-
n_erased__Word_length,I think the robot was serious,Task,-0.33988592845338367,0.16759051893268043,-
n_erased__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,0.07471688690072205,0.6696890322257792,-
n_erased__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.2546926043206736,0.323871326906371,-
n_erased__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.3531444357804985,0.1505739190830931,-
n_erased__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.05764095781994191,0.8260744009770901,-
n_erased__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.22069039681993477,0.3788517068873605,-
n_erased__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.3326089633169146,0.19208325139672347,-
n_erased__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.28099582847604127,0.25867702942609844,-
n_erased__Word_length,I would like to redo this activity with Blueberry,Baseline,-0.006096498960278945,0.9722728944149521,-
n_erased__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.10206207261596575,0.696699244080777,-
n_erased__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.06438227799796505,0.7996471373249776,-
n_erased__Word_length,I would like to redo this activity with Blueberry,Delta_Social,-0.05103103630798288,0.8457801257277214,-
n_erased__Word_length,I would like to redo this activity with Blueberry,Delta_Task,0.3220783132004154,0.19242968092180415,-
n_erased__Word_length,I would like to redo this activity with Blueberry,Social,,,-
n_erased__Word_length,I would like to redo this activity with Blueberry,Task,0.35151959251219767,0.15259266159214244,-
n_erased__Word_length,I would like to redo this activity with a group of friends,Baseline,0.21165628709003523,0.22224266561163514,-
n_erased__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.0700140042014005,0.7894583927180476,-
n_erased__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.21965718375776308,0.38114439518101584,-
n_erased__Word_length,I would like to redo this activity with a group of friends,Delta_Social,0.17503501050350123,0.5016256654535166,-
n_erased__Word_length,I would like to redo this activity with a group of friends,Delta_Task,0.0037891566258872406,0.9880945283014753,-
n_erased__Word_length,I would like to redo this activity with a group of friends,Social,0.15309310892394865,0.5574624351198403,-
n_erased__Word_length,I would like to redo this activity with a group of friends,Task,-0.0037891566258872406,0.9880945283014753,-
n_erased__Word_length,I wrote well on the tablet,Baseline,-0.07173362874931083,0.6821744384541423,-
n_erased__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.14701582352598705,0.5733906667085049,-
n_erased__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.1810653522481292,0.4721270842614852,-
n_erased__Word_length,I wrote well on the tablet,Delta_Social,0.22247527276941403,0.39075404811197767,-
n_erased__Word_length,I wrote well on the tablet,Delta_Task,-0.221538108544663,0.37697637941628737,-
n_erased__Word_length,I wrote well on the tablet,Social,-0.23272793110403914,0.3687034115083151,-
n_erased__Word_length,I wrote well on the tablet,Task,0.059480167863551106,0.8146409932108256,-
